symbol,timestamp,Open,High,Low,Close,Volume,ret_1,ret_3,ret_5,ret_10,ret_20,roc_1,roc_4,roc_12,ema_20,ema_50,ema_200,ema_align,ema_spread_20_50,rsi_14,rsi_slope,rsi_band_50_70,macd_line,macd_signal,macd_hist,volatility_20,atr_pct,atr_band_high,atr_band_low,vol_pctile_60d,bb_z,dist_min20,dist_max20,donchian_up_20,donchian_dn_20,donchian_range_20,hod_sin,hod_cos,dow_sin,dow_cos,obv,obv_z,vol_z,label
WIF,2025-06-26T22:00:00Z,0.7608475377037852,0.7608475377037852,0.7608475377037852,0.7608475377037852,312857586.44145906,-0.006563700667284511,0.008647898508130192,0.006704241154205315,-0.015394157805267428,-0.058572979773364287,-0.006563700667284511,0.006655251427252873,-0.021548769835371906,0.7747213671219456,0.7933486470159721,0.7595942670781888,1,-3.0949203660604363,24.61576334934361,3.837971011221839,0,-0.015197599388191763,-0.01595501280225167,0.09574821148324635,0.04151398267477735,0.007910470622132045,0.7807400292168729,0.7687027050270183,0.36113125453226974,-100.81958567285513,1.0838487325321822,8.431320020160648,0.8115928039193278,0.7543242184206588,9.51516875269283,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-1173853455.6180272,-0.977885023674258,-1.2410663549711973,0.0
WIF,2025-06-26T23:00:00Z,0.7564607731036925,0.7564607731036925,0.7564607731036925,0.7564607731036925,313179161.58198595,-0.00576562896336863,-0.0012475842339162435,0.0008512507534967906,-0.010408068114659663,-0.06793065506420548,-0.00576562896336863,0.002832408970650624,-0.020638905085041848,0.772982262929731,0.7919020637252945,0.7595630880336665,1,-3.1047614863684694,24.312238783374113,0.1163512731977221,0,-0.014812546348052735,-0.015726519511411883,0.11345706355686903,0.040889983861284944,0.008055674408504581,0.77907606462066,0.766888461238802,0.3546047860768673,-117.24487112296323,0.35061112773232256,7.7398194123927775,0.8036256977264168,0.7543242184206588,8.0904305401251,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-1487032617.2000132,-1.146681237970539,-1.2674232783115,1.0
WIF,2025-06-27T00:00:00Z,0.7551400532610295,0.7551400532610295,0.7551400532610295,0.7551400532610295,310031965.957654,-0.0017459198012927946,-0.014015945620882264,0.0010815440104505747,0.0006218835670215306,-0.055554730273980724,-0.0017459198012927946,-0.0029913258531913955,-0.022780161239717156,0.7712830048660452,0.7904604162561076,0.7595190777374213,1,-4.198535508942163,32.435538707029906,3.261563228212964,0,-0.014447419237409331,-0.015470699456611373,0.16917256377419126,0.03912003964715867,0.0060487362511565355,0.7758506478809054,0.7667153618511849,0.3538796229151559,-152.96727821125307,0.17861177804756506,10.615024928096435,0.8036256977264168,0.7543242184206588,10.793636706144,0.0,1.0,-0.433883739117558,-0.9009688679024191,-1797064583.1576672,-1.3027366460102263,-1.3839897661575438,1.0
WIF,2025-06-27T01:00:00Z,0.7539333012211562,0.7539333012211562,0.7539333012211562,0.7539333012211562,305534797.4786564,-0.0015980506326767063,-0.009087545322806645,-0.004584596195695845,-0.0109854959333191,-0.05542604234146786,-0.0015980506326767063,-0.015591598062791978,-0.013714473247556369,0.7696306521379606,0.7890279803723841,0.7594634978715878,1,-4.5296579840578035,34.596866530527876,9.981103181184267,0,-0.014092973154047228,-0.015195154196098544,0.19404808440772398,0.03912423992047581,0.005679937760866886,0.7739129463647416,0.7653483579111795,0.34590282813633066,-159.4876901358961,0.0,11.604152791391332,0.8036256977264168,0.7539333012211562,11.604152791391332,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-2102599380.6363235,-1.4522136299318005,-1.4592427789566413,1.0
WIF,2025-06-27T02:00:00Z,0.769606764880293,0.769606764880293,0.769606764880293,0.769606764880293,286493212.2861632,0.020788926067797142,0.017378286150468325,0.004873195425598942,0.008019161707595979,-0.034646795687983456,0.020788926067797142,0.011512460437136829,0.019791451075692024,0.7696283771610399,0.7882663640785765,0.7595644259015253,1,-3.4659376861382825,47.916902233817744,23.60466345044363,0,-0.012404364755196573,-0.014636996307918152,0.31952708865441437,0.045702813791912565,0.006987299768929105,0.7750058503314543,0.7642509039906256,0.3821609862218999,16.087670369710512,2.9146521353874313,6.326192947514519,0.8036256977264168,0.7539333012211562,9.24084508290195,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-1816106168.3501601,-1.2210021936387,-1.8177601298135881,1.0
WIF,2025-06-27T07:00:00Z,0.7873340566181389,0.7873340566181389,0.7873340566181389,0.7873340566181389,316707102.9967061,0.010988915964037504,0.009797475753926754,0.02303422026260815,0.028019665945023142,0.019331565058799294,0.010988915964037504,0.007911132333774828,0.043760809200311,0.7744219874109842,0.7870673406534809,0.7606382162465785,2,-2.704757709664889,74.10384251537677,6.285053959255137,0,-0.0036228261270024875,-0.00885805699255138,0.8816420127672645,0.039521120532626276,0.005938046043333107,0.779097213290667,0.7697467615313015,0.38506163886874545,345.4306495938016,7.144201426102918,0.0,0.7873340566181389,0.7539333012211562,7.144201426102918,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-1516656551.7621508,-0.9030438095115826,-0.9556729364984077,0.0
WIF,2025-06-27T08:00:00Z,0.7768087507622146,0.7768087507622146,0.7768087507622146,0.7768087507622146,315571550.06193155,-0.01336828474197349,-0.005153031130502361,-0.0055629106778679605,0.02097820163366748,0.0052611020819806065,-0.01336828474197349,-0.003701784433677857,0.02561777688589606,0.7746492982063394,0.7866650430106862,0.7607991170875301,2,-2.2151262746854647,63.82071459982064,-0.7155228249221963,1,-0.0031024093025152633,-0.007706927454544156,0.6593956702464395,0.04205608391302931,0.006982936588449271,0.7800737044542645,0.7692248919584144,0.3843364757070341,146.81045912331916,4.217134280790408,1.9403609123027141,0.7873340566181389,0.7539333012211562,6.157495193093122,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-1832228101.8240824,-1.1601544274686566,-0.9914343276450823,0.0
WIF,2025-06-27T09:00:00Z,0.7846156266384486,0.7846156266384486,0.7846156266384486,0.7846156266384486,321271861.954982,0.01004993297072665,0.007498272373569481,0.006310945851618177,0.03721918509963085,0.02642373717128188,0.01004993297072665,0.004845114222766567,0.024470220247703844,0.7755984723427307,0.7865846737411867,0.7610360972820667,2,-1.8698689916758657,68.41302131332844,6.576994579945996,1,-0.002036549506279961,-0.006572851864891318,0.6057906567426706,0.041432500315563926,0.007488234273871112,0.7814738579699396,0.7697230867155218,0.36185641769398114,206.61802295857734,5.222180698268159,0.4626811161298512,0.7873340566181389,0.7539333012211562,5.68486181439801,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-1510956239.8691003,-0.8486159544684352,-0.8044770647306737,0.0
WIF,2025-06-27T10:00:00Z,0.7750769547512463,0.7750769547512463,0.7750769547512463,0.7750769547512463,298617651.87107754,-0.012157127086633746,-0.01556785428480123,-0.007370915533222555,0.026401594517626803,0.027039896802421914,-0.012157127086633746,-0.004750012163239892,0.018702060981106605,0.7755488040006846,0.7861333906435419,0.7611758073066357,1,-1.670385402807148,59.95983463050621,-14.144007884870561,1,-0.0019391853206726095,-0.005646118556047576,0.45342177447352866,0.04122398587079977,0.00817546365010616,0.7818854174702884,0.7692121905310808,0.36983321247280637,78.88858062349891,3.3367434563453204,1.9343300527464646,0.7873340566181389,0.7539333012211562,5.271073509091785,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-1809573891.7401779,-1.1369406580334407,-1.4706983255234065,0.0
WIF,2025-06-27T15:00:00Z,0.765516066541928,0.765516066541928,0.765516066541928,0.765516066541928,271749490.57071567,-0.004932736966094531,0.002522886912226463,-0.012335405085533324,-0.019615397389802336,0.014836920051038316,-0.004932736966094531,0.0019833733922414165,-0.02001931840452753,0.771452535532924,0.782309295429093,0.7613616866640791,1,-1.658891140467503,56.320797548027095,4.739512996709728,1,-0.0038331726097621255,-0.004271765688527255,0.05130193410770365,0.042823669231962826,0.00854925036245892,0.7779971240422757,0.7649079470235723,0.34735315445975345,-44.90101044184037,1.7698233134475885,3.3337451308106965,0.7873340566181389,0.7539333012211562,5.1035684442582845,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-2685828258.211363,-1.852629826964539,-1.9065832238445,1.0
WIF,2025-06-27T16:00:00Z,0.7720567081249942,0.7720567081249942,0.7720567081249942,0.7720567081249942,268064076.28639078,0.008544094459848717,0.01262570504069882,0.010544413981702583,-0.008628208256692527,0.019343672223106623,0.008544094459848717,0.011088537156164646,-0.00979652988435964,0.7715100757797879,0.7819072331818735,0.7614681047880684,2,-1.7645496807553556,51.484968577441244,-2.090715362761948,1,-0.003366367274879156,-0.0040906860057976354,0.09490698753739157,0.043413989604370526,0.007631879903817526,0.7774023198551345,0.7656178317044413,0.3575054387237128,25.451948599998303,3.0758072259204075,2.592789486957219,0.7873340566181389,0.7539333012211562,5.668596712877626,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-2417764181.924972,-1.5295342546054687,-1.8960444593361876,0.0
WIF,2025-06-27T17:00:00Z,0.7794448482783417,0.7794448482783417,0.7794448482783417,0.7794448482783417,275974132.63298416,0.009569426799347802,0.013172793832834317,0.020764074900140317,-0.01002015380064214,0.017718750782169224,0.009569426799347802,0.022315952600223676,-0.0017770217575514557,0.7722657683986979,0.7818106690680096,0.7616469778576233,2,-1.7059244345525515,48.90888014411246,-9.04902022668282,0,-0.0023729061338932933,-0.003747130031416767,0.19143937339959904,0.04304454448099033,0.0071783764913135265,0.7778609169738545,0.7666706198235412,0.36258158085569253,120.6015996624979,4.559583488177716,1.4100087305682132,0.7873340566181389,0.7539333012211562,5.9695922187459285,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-2141790049.291988,-1.1742411151823935,-1.5902221105633807,0.0
WIF,2025-06-27T19:00:00Z,0.7573394664275037,0.7573394664275037,0.7573394664275037,0.7573394664275037,282436699.4732613,-0.007023164619359257,-0.01906238433344165,-0.015561210295905847,-0.03476372287894003,0.0011615847841071059,-0.007023164619359257,-0.010681160685967805,-0.03809639623550887,0.7700196104560457,0.78013081530145,0.7616144512770597,1,-1.4468075291733196,37.99430923659481,-13.490659340846435,0,-0.0037136016554679685,-0.00360545982359978,-0.011719043398926958,0.04825038258559319,0.009227871950545925,0.7770082420753335,0.763030978836758,0.38796229151559103,-150.67823424539563,0.4873865717785019,4.2919117539195755,0.7873340566181389,0.7539333012211562,4.779298325698078,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-2705444899.075848,-1.7765175270101765,-1.2951053801873307,1.0
WIF,2025-06-28T05:00:00Z,0.7777856404209118,0.7777856404209118,0.7777856404209118,0.7777856404209118,255850161.22882846,-0.0035117380514553265,-0.0024883247859123214,0.0065014045541493815,0.02699737026759763,-0.00870488170978534,-0.0035117380514553265,0.0004606992126587883,-0.0021287046300899615,0.7735183445739343,0.7783902361611928,0.7628383414161822,2,-0.9890846818844147,58.896256764511236,-2.373331701989663,1,0.000989857759677415,-0.0007073323883669966,0.26799474819417146,0.03994931870309508,0.006332923161668597,0.7784440012709691,0.7685926878768995,0.2233502538071066,159.3877368116593,4.150953923710589,0.5564750631069171,0.7805266455422373,0.7573394664275037,4.707428986817506,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,-1576660845.6773973,0.09711185131990961,-1.4595629142188347,1.0
WIF,2025-06-28T06:00:00Z,0.7842615463481964,0.7842615463481964,0.7842615463481964,0.7842615463481964,226676623.15287635,0.00832608059436546,0.009480784502663653,0.008790615625798637,0.03171942727945476,0.011849909277586335,0.00832608059436546,0.005817037815740722,0.028275407429999566,0.7745415066476735,0.7786204836195068,0.7630515076344113,2,-0.828886374583766,58.85763424179025,-1.0146996737578746,1,0.0016774672829675819,-0.0002303724541000809,0.3040510858225079,0.038839036403749354,0.006274734168130478,0.7794625393692954,0.7696204739260516,0.19071791153009426,276.52641015388417,5.470819123474505,0.0,0.7842615463481964,0.7573394664275037,5.470819123474505,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-1349984222.5245209,0.557055990771434,-2.1045689500148757,1.0
WIF,2025-06-28T07:00:00Z,0.7860152726425517,0.7860152726425517,0.7860152726425517,0.7860152726425517,218640881.82373565,0.0022361497927843033,0.007031953529916146,0.008066195376431162,0.017132132770743436,0.028814768026909965,0.0022361497927843033,0.01173813474974894,0.03786387410960712,0.7756342462662333,0.7789104753459006,0.7632800028086217,2,-0.7250580941523745,55.193186665264506,-2.8165910319777296,1,0.002336974650531287,0.0002830969668261927,0.3572762152737926,0.03553370590078533,0.005748710929808579,0.7801528208550701,0.7711156716773966,0.19144307469180566,298.60823758625025,6.34620623191493,0.0,0.7860152726425517,0.7573394664275037,6.34620623191493,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-1131343340.7007852,0.9939303443908807,-2.181534092179859,1.0
WIF,2025-06-28T08:00:00Z,0.7879048050458777,0.7879048050458777,0.7879048050458777,0.7879048050458777,210984875.1143238,0.0024039385354097664,0.013010222996004073,0.014170291039617533,0.019225104251820557,0.03184326794706793,0.0024039385354097664,0.009452796449395784,0.036512242628498726,0.7768028709119138,0.7792631941576644,0.7635250257164552,2,-0.7116529504504656,76.04175259467773,17.145495830166496,0,0.002977782441901833,0.0008220340618413208,0.4913012869312064,0.0354820619314759,0.004387833774110115,0.7802600662262777,0.7733456755975499,0.19434372733865118,389.93084267048033,8.841079499148096,0.0,0.7879048050458777,0.7573394664275037,8.841079499148096,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-920358465.5864613,1.3715694532669858,-2.2326648253575545,1.0
WIF,2025-06-28T09:00:00Z,0.799167553189259,0.799167553189259,0.799167553189259,0.799167553189259,212699542.71141598,0.014294554457915165,0.019006423189394273,0.023882474420936273,0.03468928161764828,0.04818415341442339,0.014294554457915165,0.027490752795045204,0.03415165850883328,0.7789328406526134,0.7800437572569426,0.76387967773111,2,-0.28638755228613016,88.51080957391513,29.653175332124874,0,0.004344357829007106,0.001526498815274478,0.5805368374425381,0.03748685610883398,0.004853884942334157,0.7828119080054408,0.775053773299786,0.21682378535170413,505.8531082644633,10.783026680696235,0.0,0.799167553189259,0.7573394664275037,10.783026680696235,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-707658922.8750453,1.7616671780672664,-2.072910802490993,1.0
WIF,2025-06-28T10:00:00Z,0.8104044070140379,0.8104044070140379,0.8104044070140379,0.8104044070140379,218686371.67848477,0.014060698260253135,0.03102883012627866,0.04193799023529654,0.048712050630153714,0.05341602937331191,0.014060698260253135,0.033334365031120194,0.048330345157525434,0.7819301326870348,0.7812343709729072,0.7643426103607909,3,0.15527117623460862,90.05403185432732,34.860845189062815,0,0.0062619153994677434,0.0024735821321131314,0.6851415214883486,0.038742503326142805,0.005529271177617624,0.7864110784169518,0.7774491869571178,0.2131979695431472,488.1738555031511,11.842352883733067,0.0,0.8104044070140379,0.7573394664275037,11.842352883733067,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-488972551.1965605,2.1919112862908943,-1.845652017450501,0.0
WIF,2025-06-28T12:00:00Z,0.8036891586313304,0.8036891586313304,0.8036891586313304,0.8036891586313304,211530582.4039936,0.004900391393216408,0.00565789417253848,0.02248542312588886,0.030732990318375286,0.04097166720195777,0.004900391393216408,0.02003332570682015,0.04002211528309907,0.7855396406500434,0.7828133318780858,0.7650831217994144,3,0.5927318712261341,73.79587239539391,-14.714937178521211,0,0.007535730541541774,0.004185372036201633,0.5854133609638751,0.04078586439388992,0.005723064639016474,0.7901392056545673,0.7809400756455196,0.2189992748368383,291.68043675041866,10.076972965539083,1.4599746663223165,0.8104044070140379,0.7573394664275037,11.536947631861398,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-487218793.7235658,2.086065589832534,-1.8370098424188166,0.0
WIF,2025-06-28T13:00:00Z,0.8044825206091244,0.8044825206091244,0.8044825206091244,0.8044825206091244,208011273.05583262,0.0009871502797738074,-0.007307322558539497,0.02104025188967018,0.03550868942211105,0.03212244251288143,0.0009871502797738074,0.006650629644127548,0.034800725605331095,0.7873437244556702,0.7836631039851853,0.7654751556184166,3,0.7986623509738714,74.88275737910443,-15.171274475222887,0,0.00805463835890352,0.0049592253007420106,0.540352789483431,0.0400158690974262,0.0057285038930227,0.7919522057068483,0.7827352432044922,0.2182741116751269,267.4291077028534,10.229629158102643,1.2849973954867886,0.8104044070140379,0.7573394664275037,11.514626553589432,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-279207520.6677332,2.2871012105289656,-1.8480126558305219,0.0
WIF,2025-06-28T14:00:00Z,0.7966623179321932,0.7966623179321932,0.7966623179321932,0.7966623179321932,206187369.6148179,-0.009720786314922014,-0.003885685777273107,-0.0031348060204247075,0.020672801475914326,0.04453453490138415,-0.009720786314922014,-0.016957075952335865,0.02172105274459124,0.7882312095486724,0.7841728770811465,0.7657854756414394,3,0.7896491094694268,66.6088422005486,-5.611468866751693,1,0.007745565485355876,0.005516493337664784,0.3455293382073213,0.03416528269232781,0.006451180554612197,0.7933706220027089,0.7830917970946359,0.1986947063089195,140.61273757176377,7.651234816502364,2.673863832635539,0.8104044070140379,0.7573394664275037,10.325098649137905,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-485394890.28255105,1.8586523523307488,-1.8279281292626952,1.0
WIF,2025-06-28T15:00:00Z,0.7965673817827633,0.7965673817827633,0.7965673817827633,0.7965673817827633,200670369.91612473,-0.00011916736525996452,-0.008861357369427947,-0.017074222587532106,0.024147709067613432,0.05179700397802356,-0.00011916736525996452,-0.0040043900955968326,0.02532053141654833,0.789025130713824,0.784658936089053,0.7660917632647362,3,0.9071826554348738,64.2027785890626,-9.59309380633131,1,0.007407572566976772,0.005894709183527182,0.25038821144463913,0.032874769448333944,0.00604207112915172,0.7938380474937176,0.7842122139339304,0.19289340101522842,136.82725549524724,7.566588095159364,2.8749770386805817,0.8104044070140379,0.7601500229730276,10.441565133839946,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-686065260.1986758,1.466113974273649,-1.9035489262951468,1.0
WIF,2025-06-28T16:00:00Z,0.8086277679190417,0.8086277679190417,0.8086277679190417,0.8086277679190417,199934053.99777058,0.01514044688760241,0.005152687850543458,0.01107542853644583,0.03106899947384023,0.06377391762275098,0.01514044688760241,0.0061449246075704345,0.03600277138172814,0.7908920485428923,0.7855988902784644,0.7665150070921423,3,0.9606102966730548,68.73272536682397,-6.150032012280462,1,0.008020428603995766,0.006319853067620899,0.2495611257042087,0.03520265741667947,0.0068142645677535035,0.7964022520903247,0.7853818449954599,0.19651921682378534,236.22719178538702,6.579308520715396,0.32242712627633224,0.8104044070140379,0.772374438768544,6.901735646991729,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-486131206.2009052,1.6972299368747636,-1.8725902893976598,1.0
